k,BNF=1(kHz),BNF=2(kHz),BNF=3(kHz),BNF=4(kHz),BNF=5(kHz),BNF=6(kHz),BNF=7(kHz),BNF=8(kHz),BNF=9(kHz),BNF=10(kHz),BNF=11(kHz),BNF=12(kHz),BNF=13(kHz),BNF=14(kHz),BNF=15(kHz),BNF=16(kHz),BNF=17(kHz),BNF=18(kHz),BNF=19(kHz),BNF=20(kHz),BNF=21(kHz),BNF=22(kHz),BNF=23(kHz),BNF=24(kHz),BNF=25(kHz),BNF=26(kHz),VF(%),ASx(%),a(mm),ax(mm),ay(mm),az(mm),Band type,TPMS type,Solid Material,Medium,Shell thickness,t,CBG,BG exists?,Band Type
0.2,16.52086076,17.38968639,17.39088084,30.47715763,32.40540703,32.40674475,39.38307029,39.8375917,40.77380639,42.70479484,44.34950649,44.34969432,44.66401992,61.01828957,61.02435622,61.1928812,62.96571901,63.23708439,63.36905605,63.36923296,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.25,16.36101493,17.69904351,17.70020016,29.65143596,32.40244204,32.40378879,39.40537016,40.10798098,40.77168883,43.55052716,44.21280704,44.21302616,44.67300087,60.16783697,60.17378467,60.65719653,62.96550161,63.19739319,63.56244653,63.56262606,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.3,16.1754348,18.06871049,18.06982365,28.77781408,32.3819735,32.3833229,39.431535,40.42976798,40.76922513,44.07388002,44.0741432,44.45512815,44.68351988,59.29063113,59.2964252,60.07173635,62.96249034,63.15134887,63.77997584,63.78016683,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.35,15.96921375,18.49426752,18.49533288,27.88155793,32.33453806,32.33587959,39.46094481,40.76648153,40.79840318,43.94736192,43.94768517,44.69531922,45.39727089,58.39927383,58.40489774,59.45064645,62.95580691,63.1002601,64.01075627,64.01096377,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.4,15.74780307,18.97096122,18.97197573,26.98140726,32.24995572,32.2512751,39.49289779,40.76353441,41.20894525,43.84849707,43.84890127,44.70810931,46.36287454,57.50174153,57.50718743,58.80443126,62.94493622,63.04552747,64.2427361,64.24297403,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.45,15.51684734,19.4938369,19.49479872,26.0922866,32.11820947,32.1194899,39.52662544,40.76045838,41.65614004,43.79205961,43.79256939,44.72157572,47.34236005,56.60364123,56.60890546,58.14129884,62.92980487,62.98859975,64.46312029,64.46343412,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.5,15.28204448,20.05784238,20.05875069,25.22699232,31.93052745,31.93175157,39.5613097,40.75733294,42.13441038,43.79115035,43.79179203,44.73538689,48.32889198,55.70929518,55.71437615,57.46812888,62.91078191,62.93093153,64.65984852,64.66031009,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.55,15.04902875,20.6578997,20.65875457,24.39720589,31.68045594,31.68160826,39.59610172,40.75423602,42.63776712,43.85606819,43.8568669,44.74920234,49.31722361,54.82231598,54.82721327,56.7912042,62.87393559,62.88862514,64.82436805,64.82503213,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.6,14.82327158,21.2889441,21.28974632,23.61407678,31.36463685,31.36570603,39.63014212,40.75124275,43.1595907,43.99352257,43.99449933,44.76268116,50.30285367,53.94594528,53.95065935,56.11684585,62.81898172,62.86434735,64.95418876,64.95506442,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.65,14.60999406,21.94592972,21.94668077,22.88851628,30.98306742,30.98404786,39.66258227,40.74842374,43.69223558,44.20638913,44.20755866,44.77549054,51.28126732,53.08328316,53.08781551,55.45208114,62.76732529,62.83914605,65.05262481,65.05368239,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.7,14.41408479,22.23127628,22.62379962,22.62450092,30.53881355,30.53970597,39.69260608,40.74584364,44.22636752,44.49401524,44.49538462,44.78731424,52.23745793,52.2417763,52.24710754,54.80548397,62.72012002,62.81426194,65.12580913,65.12700463,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.75,14.24001898,21.65285857,23.31740043,23.31805484,30.03736056,30.03817182,39.71945171,40.74356004,44.74989514,44.79785861,44.85286161,44.85443009,51.41197181,51.41615282,53.19232711,54.18835704,62.67838969,62.79090132,64.39396612,65.17978794,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.8,14.09177665,21.16326299,24.02130363,24.02191334,29.48591271,29.48665529,39.74243251,40.74162262,44.80686626,45.24634175,45.27709388,45.27884739,50.61085675,50.61487714,53.61643996,54.10429727,62.6430168,62.77016681,63.49693938,65.21923913,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.85,13.97276055,20.77162459,24.72932568,24.72989226,28.89305268,28.89374461,39.76095655,40.74007256,44.8141134,45.69262177,45.75851532,45.7604247,49.83987825,49.84376345,53.11216875,54.95924441,62.61471109,62.65178259,62.75300957,65.24737927,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.9,13.88571732,20.48576022,25.43283791,25.43335869,28.26980088,28.27046803,39.77454388,40.73894217,44.81942127,46.05706506,46.28387096,46.28586346,49.10980293,49.11361462,52.70668927,55.71019004,61.90694612,62.59412114,62.7401923,65.26627566,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
0.95,13.83266668,20.31169487,26.11050504,26.11095379,27.6394487,27.64014083,39.7828408,40.73825463,44.82265916,46.30068679,46.81698785,46.81884514,48.45476082,48.4586828,52.43860195,56.26434572,61.35617133,62.58158459,62.73227576,65.27717555,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
1,13.81484494,20.25323989,26.56221193,26.56246645,27.20338574,27.2042217,39.78563067,40.73802391,44.82374735,46.38709151,47.1419576,47.143276,48.08936759,48.09369217,52.34406847,56.47798893,61.14360813,62.57737818,62.72959904,65.28073993,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
1.05,13.90502002,20.04145855,26.43660509,26.49345229,27.2290485,27.38987104,39.83560982,40.88966043,44.71940507,46.35814778,47.12427954,47.1712883,48.07537099,48.10664561,52.37219084,56.51339935,61.16458803,62.44062861,62.74018239,64.68695263,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
1.1,14.16231137,19.46615149,26.08433705,26.28612166,27.30443703,27.88782205,39.98567607,41.32236218,44.42379263,46.2726624,47.07171722,47.25528413,48.02637048,48.14567825,52.45534018,56.61628212,61.22387812,62.07371786,62.62057379,63.74187323,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
1.15,14.54676911,18.64526961,25.5736186,25.93723026,27.43079351,28.57733851,40.23597561,41.97797172,43.97851242,46.13452477,46.98817474,47.39253224,47.95839342,48.18420785,52.59042632,56.77672807,61.30881368,61.56598786,61.75881439,63.50635335,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
1.2,14.98989256,17.67627832,25.00131479,25.44228358,27.60908888,29.35786692,40.58585605,42.77680871,43.43174936,45.94968022,46.8798228,47.57857311,47.89630821,48.20080137,52.77385803,56.97764502,60.48737852,61.00138362,61.39103651,63.73999843,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
1.25,15.39069265,16.62069419,24.48728911,24.79609753,27.84050288,30.16467611,41.03238942,42.82888071,43.61975326,45.72535299,46.7556669,47.80653228,47.88804576,48.18065463,53.00319921,57.19053658,59.15784661,60.45177572,61.41168107,63.73655039,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
1.3,15.51511056,15.61806813,23.99396564,24.17053542,28.12627142,30.95877243,41.56797811,42.20974765,44.37229299,45.4692143,46.62858198,48.02414102,48.06618078,48.11437431,53.27884096,57.36380627,57.83565738,59.99592308,61.27474712,63.49320596,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
1.35,14.38179741,15.54482887,23.03303681,24.17786769,28.46752129,31.71714424,41.60778337,42.17638198,44.87132893,45.1886353,46.51801183,47.99599614,48.34164709,48.42880622,53.60589,56.54947054,57.41225683,59.73680574,60.9182335,63.4764587,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
1.4,13.23494543,15.11614035,21.91358518,24.55877113,28.86510691,32.42694678,41.04935943,42.82541135,44.89004515,45.04019334,46.4564299,47.8222036,48.60674971,49.13974221,53.99675025,55.32931811,57.26935557,59.75288103,60.39097984,63.64627424,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
1.45,12.08399993,14.37421294,20.63980277,25.26317468,29.31945937,33.08197534,40.55340861,43.45376708,44.57833442,44.95124621,46.50228368,47.59229428,48.81421104,50.0401324,54.22367107,54.47447772,56.97981442,59.774449,60.00683693,63.92687241,,,,,,,47,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-0.4,0.113284484,yes,Elastic
