k,BNF=1(kHz),BNF=2(kHz),BNF=3(kHz),BNF=4(kHz),BNF=5(kHz),BNF=6(kHz),BNF=7(kHz),BNF=8(kHz),BNF=9(kHz),BNF=10(kHz),BNF=11(kHz),BNF=12(kHz),BNF=13(kHz),BNF=14(kHz),BNF=15(kHz),BNF=16(kHz),BNF=17(kHz),BNF=18(kHz),BNF=19(kHz),BNF=20(kHz),BNF=21(kHz),BNF=22(kHz),BNF=23(kHz),BNF=24(kHz),BNF=25(kHz),BNF=26(kHz),VF(%),ASx(%),a(mm),ax(mm),ay(mm),az(mm),Band type,TPMS type,Solid Material,Medium,Shell thickness,t,CBG,BG exists?,Band Type
3.5,7.879517156,10.4067743,14.11705534,16.52091999,17.94122926,18.88566058,19.24026006,20.72646693,21.61986444,21.75977672,23.09174392,24.06983122,24.61479808,25.63141621,26.80440199,27.33303045,27.57021807,28.06015887,28.71225675,28.8589942,29.55212368,,,,,,24,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.2,0.000262723,no,Acoustic
3.55,8.10271745,10.50383653,13.76975887,16.29833676,18.04037677,18.9036424,19.34642021,20.81001217,21.38245732,21.833482,23.16287282,24.29051793,24.51723258,25.7187717,26.76088334,27.57099478,27.64346964,27.91889665,28.8955183,28.99854867,29.34381207,30.46682896,,,,,24,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.2,0.000262723,no,Acoustic
3.6,8.339446806,10.60297765,13.42431552,16.08685276,18.14749644,18.92142104,19.45178059,20.88073152,21.15143667,21.8194638,23.32889498,24.42654362,24.52372462,25.80422315,26.71972385,27.56473945,27.77424387,27.95461477,29.07940061,29.0836702,29.13211965,30.2704049,,,,,24,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.2,0.000262723,no,Acoustic
3.65,8.588114703,10.70187272,13.0815967,15.88886598,18.26195679,18.93853991,19.55696054,20.92751343,20.94000712,21.74532358,23.56005745,24.34387742,24.76682874,25.88787314,26.68161387,27.54826786,27.62622039,28.26585293,28.9216783,29.06728532,29.26212168,30.18932291,,,,,24,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.2,0.000262723,no,Acoustic
3.7,8.846988236,10.79783274,12.7426629,15.70709187,18.38284743,18.95454148,19.66179463,20.71166537,20.98907145,21.63984002,23.82541726,24.27020801,25.01722443,25.96947933,26.64717067,27.4741382,27.51651948,28.57640544,28.71913248,28.94120034,29.44157482,30.23311717,,,,,24,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.2,0.000262723,no,Acoustic
3.75,9.113997438,10.88780377,12.40897805,15.54458017,18.50876024,18.96898144,19.76522185,20.50534013,21.02898078,21.52172012,24.10369014,24.20638792,25.27221069,26.04845699,26.61692312,27.31697521,27.46194537,28.53384993,28.75510955,28.88521354,29.61505729,30.35333884,,,,,24,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.2,0.000262723,no,Acoustic
3.8,9.386273187,10.96842209,12.08288495,15.40467233,18.63733254,18.98144438,19.86497794,20.3109364,21.06058241,21.40280946,24.15314274,24.37941558,25.52874859,26.12398213,26.59127808,27.15418836,27.37540993,28.377359,28.55848866,29.19065928,29.77873385,30.50113556,,,,,24,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.2,0.000262723,no,Acoustic
3.85,9.658925754,11.03616102,11.76883524,15.2908645,18.76423804,18.9915603,19.95701544,20.13280561,21.0845334,21.29237579,24.11108248,24.63752117,25.7827997,26.19532726,26.57042453,26.98763846,27.25102456,28.25922898,28.38166043,29.48994003,29.92672655,,,,,,24,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.2,0.000262723,no,Acoustic
3.9,9.921293729,11.08759899,11.47714586,15.20654708,18.88092489,18.99902076,19.9795174,20.03469183,21.10131662,21.19998807,24.08068724,24.85837683,26.0272963,26.26234933,26.55397555,26.82528551,27.09410665,28.18149635,28.24342971,29.77692051,30.04978456,,,,,,24,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.2,0.000262723,no,Acoustic
3.95,10.14380493,11.11980554,11.23714128,15.15462439,18.97036071,19.00359357,19.86811619,20.08842005,21.11126018,21.13687586,24.06230774,25.01384278,26.24358935,26.32329958,26.53944722,26.68794228,26.93086179,28.13903167,28.15589352,30.03219703,30.1342805,,,,,,24,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.2,0.000262723,no,Acoustic
4,10.24432589,11.13076561,11.13081923,15.13708084,19.00512607,19.00567637,19.82548609,20.10792686,21.11414621,21.11456228,24.05615735,25.07114237,26.35546694,26.35563497,26.52634675,26.62535726,26.84404329,28.12559189,28.12607187,30.16480225,30.16506273,,,,,,24,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.2,0.000262723,no,Acoustic
0,12.39889715,12.39893375,12.3991614,13.86076637,15.65671521,15.65687503,15.6572547,23.50859996,25.59621493,25.59644366,25.59690418,26.69279446,26.69367355,26.69422204,26.97006043,27.38326396,27.38345785,27.38354528,27.54506717,27.54516616,29.19512318,29.19548557,29.1955701,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.05,12.35266218,12.38672501,12.38687983,13.9150054,15.65602649,15.67580902,15.67620723,23.51320031,25.55189727,25.55246763,25.58999053,26.69196721,26.69249936,26.69272685,26.86512675,27.2037171,27.4172526,27.41741908,27.55742322,27.82213775,29.1877569,29.18781164,29.20860076,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.1,12.2304802,12.35108652,12.35123287,14.06101654,15.6538806,15.73169831,15.73208893,23.5269516,25.42880886,25.42932866,25.57108962,26.56347294,26.68652344,26.6871179,26.69222277,27.12304728,27.50913356,27.50926514,27.59388831,28.18011613,29.17037894,29.17068656,29.25032747,29.44050009,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.15,12.06337788,12.29472644,12.29486056,14.2679228,15.65036774,15.82178705,15.82216641,23.54970397,25.24803696,25.24849648,25.54127601,26.20027309,26.67682078,26.67744377,26.69149658,27.08604102,27.63750343,27.63760927,27.65295839,28.53309265,29.15400512,29.15450004,29.32650804,29.34016154,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.2,11.87477265,12.22145195,12.22157141,14.51243884,15.64558183,15.9422292,15.94259521,23.58120582,25.02894193,25.02934416,25.50265761,25.82341455,26.66302213,26.66367494,26.69051019,27.05270049,27.73249474,27.78141369,27.78153976,28.85566886,29.14588134,29.14651857,29.21365587,29.45461798,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.25,11.67831851,12.13547901,12.13558289,14.78109161,15.63964976,16.08874462,16.08909665,23.62110066,24.78503232,24.78538432,25.44225343,25.45755762,26.64569959,26.64638573,26.68928706,27.0172512,27.83013525,27.92499553,27.92517962,29.06888339,29.11270958,29.15061214,29.15143354,29.66616278,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.3,11.48171351,12.04090504,12.04099356,15.06640935,15.6327275,16.25713478,16.25747332,23.66892189,24.52500168,24.52531082,25.0595912,25.40821379,26.6255745,26.62629772,26.68785754,26.97936158,27.94358382,28.05709227,28.05734874,28.91212201,29.17163155,29.17255573,29.29705885,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.35,11.2895346,11.94141361,11.94148784,15.36408162,15.62499519,16.44356091,16.44388724,23.72408453,24.25449912,24.25477197,24.67659535,25.35661536,26.60339936,26.60416235,26.68625731,26.93982446,28.07077877,28.17040731,28.17073694,28.74811246,29.21101358,29.21203213,29.44415603,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.4,11.10473181,11.8401675,11.84022912,15.61665178,15.67145866,16.64462624,16.64494215,23.7858712,23.9773948,23.97763826,24.29387799,25.30444021,26.579912,26.58071606,26.6845263,26.89965098,28.20994677,28.26139788,28.26179006,28.58048762,29.26923953,29.27033289,29.58057371,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.45,10.92937284,11.73981474,11.73986598,15.60790931,15.98679872,16.85733463,16.85764221,23.69654757,23.69675701,23.85344064,23.91182087,25.25306261,26.55581289,26.55665791,26.68270758,26.85981555,28.33023881,28.3306702,28.3595911,28.41213833,29.34431925,29.3454565,29.71672516,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.5,10.76501992,11.64254603,11.64258951,15.59898699,16.30888105,17.07898174,17.07928332,23.41430173,23.41449037,23.53069392,23.92572728,25.20358878,26.53175089,26.53263566,26.6808462,26.82117907,28.24548966,28.37993117,28.3803978,28.51844432,29.43223597,29.4333826,29.85619119,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.55,10.61292653,11.55016649,11.55020518,15.59010554,16.63679666,17.30700739,17.30730552,23.13277703,23.13294653,23.15072681,24.00151841,25.15690128,26.50831479,26.50923718,26.67898803,26.78447299,28.08277778,28.41469358,28.41517053,28.68541006,29.52811466,29.52924043,30.00003714,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.6,10.47414246,11.4641634,11.46420021,15.58148169,16.96982713,17.53881285,17.53911031,22.77211886,22.85415731,22.854309,24.07934135,25.11370125,26.48602889,26.48698609,26.67717867,26.7503058,27.92614817,28.43858223,28.43906209,28.85949157,29.62727369,29.62835572,30.14829982,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.65,10.3495702,11.38576297,11.38580024,15.57332308,17.30736629,17.77152602,17.77182591,22.3950905,22.58093564,22.58107351,24.15744372,25.07454445,26.46535196,26.46634067,26.67546228,26.71917696,27.7778335,28.45484828,28.45532709,29.03970729,29.72564618,29.72666972,30.30048512,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.7,10.23999443,11.31597494,11.31601409,15.56582366,17.64885773,18.00167673,18.00198254,22.01989016,22.31626351,22.31639112,24.23375037,25.03987023,26.44667849,26.44769505,26.67388053,26.69149196,27.64024323,28.46586342,28.46633966,29.22496838,29.81972862,29.82068086,30.45567785,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.75,10.14609591,11.25562609,11.25566775,15.55915962,17.99372264,18.22472195,18.22503758,21.64685729,22.06441751,22.0645395,24.30583716,25.01002414,26.43034123,26.43138174,26.66757649,26.67247176,27.51603292,28.47327878,28.47375226,29.41386477,29.9063679,29.90724175,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.8,10.06845647,11.205385,11.20542922,15.55348583,18.34122947,18.43434779,18.43467755,21.27653605,21.83149603,21.8316183,24.37094742,24.98527516,26.41661441,26.41767482,26.64768829,26.6712697,27.40811779,28.47821861,28.47868965,29.60421909,29.98260126,29.98339188,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.85,10.00755819,11.16577991,11.16582635,15.54893297,18.62153321,18.62187958,18.69015498,20.91000756,21.62635075,21.62647988,24.42609019,24.96582846,26.4057172,26.40679323,26.63202569,26.67030341,27.31959554,28.48143784,28.48190767,29.79200573,30.04561483,30.04634194,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.9,9.963784188,11.13721073,11.13725893,15.54560506,18.77369419,18.77406027,19.03751248,20.55014927,21.46144238,21.4615833,24.46826279,24.95183552,26.39781637,26.39890379,26.62073776,26.66959604,27.25353863,28.48343337,28.48390118,29.9683781,30.09283365,30.09349662,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
0.95,9.937408018,11.11995838,11.12000767,15.54357772,18.87513619,18.87551847,19.37110676,20.20908319,21.35238157,21.35253444,24.49481316,24.94339944,26.39302948,26.39412376,26.613925,26.66916466,27.21264226,28.48451704,28.48498407,30.11122414,30.12211805,30.12275265,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1,9.928597324,11.11418924,11.11423887,15.54289681,18.91107322,18.91146203,19.58074044,19.99696369,21.31390947,21.3140675,24.50388663,24.9405808,26.39142615,26.39252274,26.61164753,26.66901969,27.19878435,28.48486006,28.48532685,30.13204746,30.13266761,30.17175941,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.05,9.778345435,11.13001517,11.24179066,15.5736115,18.82036496,18.9201407,19.67499883,19.96992519,21.31544857,21.33656271,24.51491453,24.84818309,26.21509949,26.25075908,26.70257862,26.92197964,27.21456512,28.50611773,28.52389536,29.76502161,30.08377203,30.49420509,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.1,9.435737183,11.17732372,11.51674669,15.66522988,18.62559459,18.94730028,19.87918734,19.89412076,21.31976232,21.39862395,24.5480136,24.59308781,26.01472738,26.0302573,26.77599831,27.28006302,27.3104169,28.57072569,28.63345562,29.3586467,29.95492041,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.15,9.013405843,11.25571763,11.82785476,15.81602893,18.40097922,18.99245069,19.78125865,20.11926226,21.32645849,21.48764326,24.22952011,24.60322288,25.75768127,25.90070467,26.7686663,27.39964036,27.70486117,28.68690482,28.79807906,28.9435813,29.77563427,30.69045998,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.2,8.552648872,11.36454988,12.13647701,16.02277542,18.17040251,19.05541859,19.64278485,20.37100393,21.3346792,21.59074168,23.80782806,24.68056487,25.49435583,25.80184977,26.71433021,27.54010685,28.04770886,28.52567387,28.87980402,29.00011726,29.56771776,30.56356558,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.25,8.068923834,11.50292871,12.43127557,16.28052758,17.94229516,19.13595963,19.48708341,20.62556071,21.34285239,21.69747769,23.35826747,24.7799972,25.23291529,25.71859028,26.6413269,27.67721884,28.10812658,28.28080797,29.18196048,29.22306187,29.34399071,30.45706782,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.3,7.569495314,11.66978169,12.71034611,16.58277406,17.72063008,19.23375743,19.31968906,20.87849382,21.34783503,21.79964473,22.89824211,24.90132511,24.97979115,25.64568093,26.56304154,27.69293678,27.79899269,28.39456028,29.11201393,29.44999617,29.57892869,30.39336751,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.35,7.058484535,11.86387677,12.9756165,16.92184295,17.50779272,19.14430376,19.34841984,21.12695547,21.3418906,21.89039491,22.44255406,24.7407632,25.0441264,25.58246863,26.48584855,27.28151296,27.89641573,28.41416774,28.87668686,29.65653995,30.02524755,30.39065463,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.4,6.538548231,12.08386334,13.23046828,17.28913407,17.30547969,18.9639809,19.47947165,21.29965607,21.36883321,21.96364948,22.02020592,24.52129503,25.2075646,25.53000631,26.41306448,26.87495752,27.95899715,28.35990842,28.64159757,29.79605814,30.42895542,30.51838089,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.45,6.011548378,12.32830918,13.47849207,17.11503261,17.67377969,18.78350087,19.62634365,21.13493672,21.6024363,21.71934634,22.01407169,24.32621519,25.39030759,25.48980689,26.34647039,26.47423868,27.97389286,28.24969065,28.40976604,29.82218433,30.52988522,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.5,5.478863807,12.59573359,13.72284554,16.93758257,18.04944461,18.62316864,19.78835141,20.78189667,21.60692083,21.82634724,22.03767265,24.15893879,25.46332189,25.59028575,26.08028809,26.28688733,27.92910604,28.10111614,28.18412923,29.7830044,30.44843704,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.55,4.941557457,12.88463596,13.96598771,16.77411437,18.23508877,18.65829733,19.96465968,20.34360694,21.58055024,22.03294976,22.03930043,24.02017024,25.45171577,25.69408562,25.80438183,26.23434482,27.82058199,27.92883216,27.96801647,29.75072062,30.37154417,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.6,4.400472861,13.19351685,14.20962851,16.62550017,18.10007603,19.01409843,19.88239572,20.15422028,21.57842945,22.00192887,22.24002802,23.9067415,25.31676153,25.45574784,26.02777873,26.18803591,27.65719372,27.7436073,27.76587356,29.74960668,30.30053902,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.65,3.856296572,13.52089083,14.45477947,16.49251542,17.90218782,19.41545485,19.42750943,20.3556578,21.58386804,21.95016437,22.42713335,23.81147709,24.94972156,25.47567803,26.146144,26.25241477,27.4577991,27.55311404,27.58483187,29.77659401,30.23633269,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.7,3.309603031,13.86528832,14.70183048,16.37584618,17.6886694,18.94873792,19.84581938,20.56706401,21.5915067,21.88552815,22.59887448,23.7244479,24.59487388,25.51117535,26.10564767,26.46273908,27.24478335,27.3630681,27.43882333,29.8208141,30.1796319,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.75,2.760867984,14.22522294,14.95059911,16.27609134,17.46644503,18.48510906,20.25596919,20.78559107,21.59919973,21.8164144,22.7530144,23.63508633,24.25504806,25.56111995,26.06241139,26.62587288,27.04022405,27.17821772,27.35808537,29.87169579,30.13093774,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.8,2.210522157,14.59913418,15.20029521,16.19376319,17.2379945,18.0265205,20.64774031,21.0066313,21.60598555,21.75032789,22.88671071,23.53466954,23.934824,25.62325281,26.01249354,26.69479396,26.86392335,27.00328507,27.38522815,29.92108845,30.09064022,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.85,1.6589356,14.98512519,15.44921628,16.12928503,17.00551168,17.57487021,21.00797234,21.22208036,21.61143021,21.69326962,22.99654364,23.41962061,23.64227424,25.69336908,25.95573697,26.67673805,26.72983656,26.84411051,27.50548239,29.96334145,30.0590252,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.9,1.106467236,15.38002131,15.69341597,16.08298944,16.77306375,17.13321636,21.31577528,21.416739,21.6153582,21.64963047,23.07876822,23.29690387,23.39256855,25.7636577,25.89975708,26.63030762,26.64163989,26.70957611,27.64773192,29.99499092,30.03629499,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
1.95,0.553368591,15.77336234,15.91926173,16.05511564,16.55428199,16.7118809,21.53579542,21.5625046,21.61771684,21.622338,23.12984326,23.19179111,23.21378656,25.82002936,25.85811376,26.59268748,26.59378731,26.61442785,27.75646081,30.01433306,30.02256731,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
2,0.000283306,16.04530352,16.04580816,16.04631406,16.43006234,16.43014604,21.61305769,21.61836233,21.61870093,21.61888838,23.14617769,23.14705145,23.14830296,25.84259073,25.84273277,26.57824471,26.57884704,26.57950649,27.79707296,30.01589411,30.01902347,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
2.05,0.391275955,15.83433714,16.05046185,16.05096734,16.43357063,16.63641549,21.58976413,21.58992165,21.60454122,21.61772059,23.1500436,23.16921506,23.17092609,25.82139439,25.86040099,26.5859095,26.58658592,26.59632405,27.7764401,30.01277401,30.01766898,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
2.1,0.782269107,15.49961788,16.06440181,16.06490561,16.44406301,16.95693595,21.50821494,21.50834384,21.56374276,21.63174368,23.15836473,23.23281823,23.23442672,25.76341043,25.91274687,26.60706024,26.60775997,26.64489267,27.7172403,30.00358188,30.00842595,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
2.15,1.172684915,15.14697081,16.08756307,16.08806403,16.46144262,17.28555599,21.38589147,21.38604723,21.49817886,21.65525599,23.17214233,23.32511408,23.32660073,25.68020803,25.99760671,26.64205843,26.64279875,26.71265791,27.62623802,29.98935658,29.9942292,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
2.2,1.562204311,14.78790494,16.11983583,16.12033301,16.48554582,17.61022302,21.2350242,21.23524687,21.4110247,21.68846023,23.19127365,23.43382004,23.43518192,25.58179498,26.11188298,26.69046582,26.69126707,26.7900024,27.51156665,29.97171297,29.97661928,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
2.25,1.950468535,14.42556878,16.16106156,16.16155369,16.5161347,17.92702867,21.06516619,21.06545853,21.30598233,21.73162693,23.21560074,23.54942185,23.5506636,25.47492665,26.25197984,26.75155792,26.75244375,26.87073932,27.38068886,29.95266915,29.95760002,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
2.3,2.337060426,14.06152167,16.21102845,16.21151429,16.55289206,18.23345318,20.88304615,20.88340016,21.18687227,21.78506419,23.24490591,23.66536438,23.66649178,25.36401489,26.41421887,26.82423682,26.8252346,26.95121725,27.23961866,29.93452783,29.93948268,,,,,,27,100,20,20,20,20,acoustic,Schwarz-P,Polymer,Air,Nan,-1.1,3.66E-05,no,Acoustic
